temperature,timestamp,cadence,distance,heart_rate,power,speed,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
32,2023-06-04 01:04:53,79.0,44799.27,168.0,117.0,3.343,300.6,39.87289996817708,116.07941991649568,0.0,1.0,-0.03699999999999992,-23.0
32,2023-06-04 01:04:54,78.0,44802.52,169.0,108.0,3.336,300.79999999999995,39.872869960963726,116.0794099420309,6.153846153844055,1.0,-0.007000000000000117,-9.0
32,2023-06-04 01:04:55,79.0,44805.92,170.0,108.0,3.31,301.0,39.87283995375037,116.0794099420309,5.882352941175291,1.0,-0.0259999999999998,0.0
32,2023-06-04 01:04:56,79.0,44809.56,170.0,108.0,3.293,301.0,39.87280994653702,116.07941991649568,0.0,1.0,-0.016999999999999904,0.0
32,2023-06-04 01:04:57,78.0,44812.96,171.0,93.0,3.256,301.20000000000005,39.872779939323664,116.07941991649568,5.882352941175291,1.0,-0.037000000000000366,-15.0
32,2023-06-04 01:04:58,77.0,44816.42,171.0,98.0,3.283,301.20000000000005,39.87274993211031,116.07942997477949,0.0,1.0,0.027000000000000135,5.0
32,2023-06-04 01:04:59,77.0,44819.88,171.0,98.0,3.283,301.4,39.872719924896955,116.07943994924426,5.780346820808735,1.0,0.0,0.0
32,2023-06-04 01:05:00,77.0,44822.37,172.0,103.0,3.296,301.4,39.87269997596741,116.07944992370903,0.0,1.0,0.0129999999999999,5.0
32,2023-06-04 01:05:01,77.0,44825.83,172.0,120.0,3.306,301.6,39.87266996875405,116.07945998199284,5.780346820812021,1.0,0.010000000000000231,17.0
32,2023-06-04 01:05:02,77.0,44829.75,172.0,120.0,3.28,301.79999999999995,39.8726399615407,116.07947993092239,5.102040816327063,1.0,-0.026000000000000245,0.0
32,2023-06-04 01:05:03,76.0,44833.15,172.0,95.0,3.17,301.79999999999995,39.872609954327345,116.07947993092239,0.0,1.0,-0.10999999999999988,-25.0
32,2023-06-04 01:05:04,76.0,44835.64,172.0,95.0,3.086,302.0,39.872589921578765,116.07949996367097,8.032128514064622,1.0,-0.08400000000000007,0.0
32,2023-06-04 01:05:05,76.0,44840.08,172.0,95.0,3.073,302.0,39.87254993990064,116.07950993813574,0.0,1.0,-0.0129999999999999,0.0
32,2023-06-04 01:05:06,78.0,44842.31,172.0,141.0,3.173,302.20000000000005,39.87252999097109,116.07951999641955,8.96860986548928,1.0,0.10000000000000009,46.0
32,2023-06-04 01:05:07,79.0,44844.94,172.0,119.0,3.046,302.4,39.87250995822251,116.07952997088432,7.6045627376265275,1.0,-0.12700000000000022,-22.0
32,2023-06-04 01:05:08,79.0,44848.4,171.0,125.0,2.836,302.4,39.872479951009154,116.0795399453491,0.0,1.0,-0.20999999999999996,6.0
32,2023-06-04 01:05:09,79.0,44851.64,171.0,114.0,2.75,302.6,39.8724499437958,116.07954991981387,6.172839506178125,1.0,-0.08599999999999985,-11.0
32,2023-06-04 01:05:10,79.0,44855.1,171.0,114.0,2.946,302.79999999999995,39.872419936582446,116.07955997809768,5.780346820808735,1.0,0.19600000000000017,0.0
32,2023-06-04 01:05:11,79.0,44858.56,170.0,111.0,3.16,302.79999999999995,39.87238992936909,116.07956995256245,0.0,1.0,0.21399999999999997,-3.0
32,2023-06-04 01:05:12,78.0,44862.2,170.0,137.0,3.15,303.0,39.87235992215574,116.07957992702723,5.494505494507623,1.0,-0.010000000000000231,26.0
32,2023-06-04 01:05:13,75.0,44864.7,170.0,110.0,3.1,303.20000000000005,39.87233997322619,116.0795999597758,8.000000000001819,1.0,-0.04999999999999982,-27.0
32,2023-06-04 01:05:14,73.0,44868.34,169.0,94.0,3.02,303.4,39.872309966012836,116.07960993424058,5.4945054945045,1.0,-0.08000000000000007,-16.0
32,2023-06-04 01:05:15,73.0,44871.74,169.0,94.0,3.023,303.4,39.87227995879948,116.07960993424058,0.0,1.0,0.0030000000000001137,0.0
32,2023-06-04 01:05:16,72.0,44875.38,169.0,126.0,2.976,303.6,39.87224995158613,116.07962996698916,5.494505494507623,1.0,-0.04700000000000015,32.0
32,2023-06-04 01:05:17,71.0,44877.5,169.0,117.0,2.966,303.79999999999995,39.87222991883755,116.07962996698916,9.43396226413607,1.0,-0.009999999999999787,-9.0
32,2023-06-04 01:05:18,71.0,44881.14,168.0,117.0,2.933,303.79999999999995,39.872199995443225,116.07963994145393,0.0,1.0,-0.03300000000000036,0.0
32,2023-06-04 01:05:19,70.0,44884.54,168.0,97.0,2.916,304.0,39.87216998822987,116.07963994145393,5.882352941175291,1.0,-0.016999999999999904,-20.0
32,2023-06-04 01:05:20,70.0,44886.67,168.0,97.0,2.85,304.0,39.87214995548129,116.07963994145393,0.0,1.0,-0.06599999999999984,0.0
32,2023-06-04 01:05:21,70.0,44888.79,168.0,97.0,2.59,304.20000000000005,39.87212992273271,116.07963994145393,9.433962264141432,1.0,-0.26000000000000023,0.0
32,2023-06-04 01:05:22,49.0,44891.42,167.0,51.0,2.3,304.20000000000005,39.87210997380316,116.07964999973774,0.0,1.0,-0.29000000000000004,-46.0
32,2023-06-04 01:05:23,35.0,44893.54,167.0,73.0,1.976,304.4,39.87208994105458,116.07964999973774,9.43396226413607,1.0,-0.32399999999999984,22.0
32,2023-06-04 01:05:24,35.0,44895.67,167.0,73.0,1.953,304.4,39.872069992125034,116.07964999973774,0.0,1.0,-0.02299999999999991,0.0
32,2023-06-04 01:05:25,46.0,44897.89,167.0,106.0,1.996,304.6,39.872049959376454,116.07963994145393,9.009009009006332,1.0,0.04299999999999993,33.0
32,2023-06-04 01:05:26,46.0,44901.29,167.0,106.0,2.183,304.6,39.8720199521631,116.07963994145393,0.0,1.0,0.18699999999999983,0.0
32,2023-06-04 01:05:27,53.0,44903.78,167.0,130.0,2.34,304.79999999999995,39.87199991941452,116.07962996698916,8.032128514060057,1.0,0.15700000000000003,24.0
32,2023-06-04 01:05:28,57.0,44906.41,167.0,128.0,2.486,304.79999999999995,39.87197997048497,116.07961999252439,0.0,1.0,0.14600000000000035,-2.0
32,2023-06-04 01:05:29,59.0,44909.81,167.0,118.0,2.52,305.0,39.87194996327162,116.07961999252439,5.882352941187879,1.0,0.03399999999999981,-10.0
32,2023-06-04 01:05:30,59.0,44912.03,167.0,132.0,2.51,305.20000000000005,39.87192993052304,116.07960993424058,9.009009009006332,1.0,-0.010000000000000231,14.0
32,2023-06-04 01:05:31,56.0,44914.16,167.0,131.0,2.393,305.20000000000005,39.87190998159349,116.07960993424058,0.0,1.0,-0.11699999999999999,-1.0
32,2023-06-04 01:05:32,55.0,44916.28,167.0,181.0,2.413,305.4,39.87188994884491,116.07960993424058,9.433962264168448,1.0,0.020000000000000018,50.0
32,2023-06-04 01:05:33,55.0,44919.74,166.0,113.0,2.336,305.6,39.871859941631556,116.07961999252439,5.780346820812021,1.0,-0.07699999999999996,-68.0
32,2023-06-04 01:05:34,55.0,44922.08,166.0,113.0,2.303,305.79999999999995,39.87184996716678,116.07963994145393,8.547008546991812,1.0,-0.03299999999999992,0.0
32,2023-06-04 01:05:35,55.0,44922.73,166.0,113.0,2.026,305.79999999999995,39.87184996716678,116.07964999973774,0.0,1.0,-0.27700000000000014,0.0
32,2023-06-04 01:05:36,55.0,44924.36,166.0,113.0,1.636,306.0,39.87184996716678,116.07964999973774,12.269938650329255,1.0,-0.3899999999999999,0.0
32,2023-06-04 01:05:37,55.0,44925.33,166.0,113.0,0.97,306.0,39.87184996716678,116.07964999973774,0.0,1.0,-0.6659999999999999,0.0
32,2023-06-04 01:05:38,0.0,44925.87,166.0,0.0,0.536,306.0,39.87184996716678,116.07964999973774,0.0,1.0,-0.43399999999999994,-113.0
32,2023-06-04 01:05:39,0.0,44926.11,166.0,0.0,0.246,306.0,39.87184996716678,116.07964999973774,0.0,1.0,-0.29000000000000004,0.0
28,2023-06-04 01:15:22,0.0,44926.96,132.0,0.0,1.163,307.0,39.871729938313365,116.07950993813574,117.64705882373083,583.0,0.0015728987993138938,0.0
28,2023-06-04 01:15:23,0.0,44927.78,132.0,0.0,0.82,307.0,39.871729938313365,116.07950993813574,0.0,1.0,-0.3430000000000001,0.0
28,2023-06-04 01:15:24,0.0,44928.2,132.0,0.0,0.42,307.0,39.871729938313365,116.07950993813574,0.0,1.0,-0.39999999999999997,0.0
28,2023-06-04 01:15:30,43.0,44930.7,132.0,100.0,1.956,307.4,39.8716399166733,116.07946995645761,15.99999999999909,6.0,0.256,16.666666666666668
28,2023-06-04 01:15:31,48.0,44933.19,132.0,168.0,2.433,307.4,39.871619967743754,116.07944992370903,0.0,1.0,0.47699999999999987,68.0
28,2023-06-04 01:15:32,48.0,44936.83,133.0,168.0,2.683,307.6,39.8715899605304,116.07943994924426,5.494505494507623,1.0,0.25,0.0
28,2023-06-04 01:15:33,67.0,44939.05,134.0,174.0,2.826,307.79999999999995,39.87156992778182,116.07942997477949,9.009009009001211,1.0,0.14300000000000024,6.0
28,2023-06-04 01:15:34,71.0,44942.97,135.0,186.0,2.823,307.79999999999995,39.871539920568466,116.0794099420309,0.0,1.0,-0.0030000000000001137,12.0
28,2023-06-04 01:15:35,72.0,44945.19,135.0,184.0,2.923,308.0,39.87151997163892,116.07939996756613,9.009009009006332,1.0,0.10000000000000009,-2.0
28,2023-06-04 01:15:36,73.0,44949.11,135.0,184.0,2.946,308.20000000000005,39.871489964425564,116.07937993481755,5.102040816329963,1.0,0.02300000000000013,0.0
28,2023-06-04 01:15:37,73.0,44951.33,137.0,184.0,3.096,308.20000000000005,39.871469931676984,116.07936996035278,0.0,1.0,0.1499999999999999,0.0
28,2023-06-04 01:15:38,73.0,44954.2,138.0,170.0,3.076,308.6,39.871449982747436,116.0793499276042,13.937282229986977,1.0,-0.020000000000000018,-14.0
28,2023-06-04 01:15:39,74.0,44957.76,139.0,182.0,3.12,308.6,39.87141997553408,116.07932997867465,0.0,1.0,0.04400000000000004,12.0
28,2023-06-04 01:15:40,75.0,44960.38,140.0,173.0,3.17,308.79999999999995,39.8713999427855,116.07931992039084,7.633587786270506,1.0,0.04999999999999982,-9.0
28,2023-06-04 01:15:41,77.0,44965.06,142.0,160.0,3.27,309.0,39.87135996110737,116.0792999714613,4.2735042735049795,1.0,0.10000000000000009,-13.0
28,2023-06-04 01:15:42,79.0,44967.95,143.0,166.0,3.406,309.0,39.87133992835879,116.07927993871272,0.0,1.0,0.13600000000000012,6.0
28,2023-06-04 01:15:43,80.0,44971.41,143.0,128.0,3.446,309.20000000000005,39.87130992114544,116.07926996424794,5.780346820799866,1.0,0.040000000000000036,-38.0
28,2023-06-04 01:15:44,80.0,44975.33,143.0,128.0,3.473,309.20000000000005,39.87127999775112,116.07924993149936,0.0,1.0,0.02699999999999969,0.0
28,2023-06-04 01:15:45,81.0,44978.79,144.0,145.0,3.463,309.4,39.87124999053776,116.07923995703459,5.780346820808735,1.0,-0.009999999999999787,17.0
28,2023-06-04 01:15:46,81.0,44982.43,144.0,143.0,3.436,309.4,39.87121998332441,116.07921992428601,0.0,1.0,-0.027000000000000135,-2.0
28,2023-06-04 01:15:47,81.0,44985.31,145.0,152.0,3.323,309.4,39.87119995057583,116.07919997535646,0.0,1.0,-0.11299999999999999,9.0
28,2023-06-04 01:15:48,83.0,44989.23,145.0,144.0,3.266,309.6,39.871169943362474,116.07917994260788,5.1020408163204936,1.0,-0.05699999999999994,-8.0
28,2023-06-04 01:15:49,84.0,44993.51,146.0,136.0,3.396,309.6,39.87113993614912,116.07914993539453,0.0,1.0,0.1299999999999999,-8.0
28,2023-06-04 01:15:50,87.0,44996.97,146.0,127.0,3.65,309.79999999999995,39.871109928935766,116.07913996092975,5.780346820808735,1.0,0.254,-9.0
28,2023-06-04 01:15:51,88.0,45000.89,147.0,124.0,3.76,310.0,39.87107992172241,116.07911992818117,5.102040816329963,1.0,0.10999999999999988,-3.0
28,2023-06-04 01:15:52,88.0,45004.85,147.0,143.0,3.723,310.20000000000005,39.87104999832809,116.07908992096782,5.050505050507312,1.0,-0.03699999999999992,19.0
28,2023-06-04 01:15:53,88.0,45008.49,147.0,136.0,3.693,310.20000000000005,39.871019991114736,116.07906997203827,0.0,1.0,-0.029999999999999805,-7.0
28,2023-06-04 01:15:54,88.0,45012.77,148.0,119.0,3.726,310.4,39.87098998390138,116.07903996482491,4.672897196261359,1.0,0.03299999999999992,-17.0
28,2023-06-04 01:15:55,89.0,45015.65,148.0,99.0,3.69,310.6,39.8709699511528,116.07901993207633,6.9444444444347955,1.0,-0.03600000000000003,-20.0
28,2023-06-04 01:15:56,88.0,45019.94,149.0,154.0,3.636,310.79999999999995,39.87093994393945,116.07898992486298,4.662004662002124,1.0,-0.053999999999999826,55.0
28,2023-06-04 01:15:57,87.0,45024.22,149.0,147.0,3.686,310.79999999999995,39.87090993672609,116.07895991764963,0.0,1.0,0.04999999999999982,-7.0
28,2023-06-04 01:15:58,89.0,45027.1,149.0,124.0,3.786,311.0,39.870889987796545,116.0789299942553,6.94444444445234,1.0,0.10000000000000009,-23.0
28,2023-06-04 01:15:59,89.0,45031.38,150.0,114.0,3.9,311.0,39.87085998058319,116.07889998704195,0.0,1.0,0.11399999999999988,-10.0
28,2023-06-04 01:16:00,89.0,45036.05,150.0,114.0,3.9,311.20000000000005,39.87083994783461,116.07885992154479,4.28265524624858,1.0,0.0,0.0
28,2023-06-04 01:16:01,86.0,45039.42,150.0,122.0,3.886,311.20000000000005,39.87082997336984,116.07881993986666,0.0,1.0,-0.01399999999999979,8.0
28,2023-06-04 01:16:02,85.0,45043.31,150.0,127.0,3.76,311.4,39.87080994062126,116.07877995818853,5.141388174806213,1.0,-0.12600000000000033,5.0
28,2023-06-04 01:16:03,83.0,45046.81,150.0,155.0,3.613,311.6,39.87079996615648,116.0787399765104,5.714285714287014,1.0,-0.1469999999999998,28.0
28,2023-06-04 01:16:04,82.0,45051.26,151.0,167.0,3.456,311.79999999999995,39.8707799334079,116.07869999483228,4.4943820224659685,1.0,-0.15700000000000003,12.0
28,2023-06-04 01:16:05,79.0,45054.16,151.0,181.0,3.413,312.0,39.87076995894313,116.07866998761892,6.896551724136038,1.0,-0.04300000000000015,14.0
28,2023-06-04 01:16:06,80.0,45057.53,151.0,215.0,3.426,312.20000000000005,39.870759984478354,116.07862992212176,5.934718100899758,1.0,0.013000000000000345,34.0
28,2023-06-04 01:16:07,82.0,45061.64,152.0,149.0,3.51,312.20000000000005,39.87074992619455,116.07857996597886,0.0,1.0,0.08399999999999963,-66.0
28,2023-06-04 01:16:08,83.0,45065.55,152.0,142.0,3.556,312.20000000000005,39.87074992619455,116.07853998430073,0.0,1.0,0.04600000000000026,-7.0
28,2023-06-04 01:16:09,84.0,45068.81,153.0,145.0,3.573,312.4,39.87074992619455,116.07849991880357,6.134969325161141,1.0,0.016999999999999904,3.0
28,2023-06-04 01:16:10,85.0,45072.92,153.0,143.0,3.53,312.4,39.870739951729774,116.07844996266067,0.0,1.0,-0.04300000000000015,-2.0
28,2023-06-04 01:16:11,85.0,45076.83,154.0,152.0,3.606,312.6,39.870739951729774,116.07840998098254,5.11508951406309,1.0,0.07600000000000007,9.0
28,2023-06-04 01:16:12,85.0,45080.09,154.0,162.0,3.653,312.79999999999995,39.870739951729774,116.07836999930441,6.134969325161141,1.0,0.04700000000000015,10.0
28,2023-06-04 01:16:13,85.0,45084.0,154.0,162.0,3.693,313.0,39.870739951729774,116.07831995934248,5.11508951406309,1.0,0.040000000000000036,0.0
28,2023-06-04 01:16:14,85.0,45088.01,154.0,156.0,3.68,313.0,39.870729977265,116.07827997766435,0.0,1.0,-0.0129999999999999,-6.0
28,2023-06-04 01:16:15,87.0,45091.92,154.0,163.0,3.75,313.20000000000005,39.870729977265,116.07822993770242,5.115089514072609,1.0,0.06999999999999984,7.0
28,2023-06-04 01:16:16,88.0,45095.17,154.0,164.0,3.85,313.4,39.870729977265,116.07818995602429,6.153846153844055,1.0,0.10000000000000009,1.0
28,2023-06-04 01:16:17,87.0,45099.74,154.0,139.0,3.876,313.6,39.870729977265,116.07813999988139,4.376367614880924,1.0,0.0259999999999998,-25.0
28,2023-06-04 01:16:18,86.0,45104.3,155.0,134.0,3.883,313.6,39.870729977265,116.07808995991945,0.0,1.0,0.007000000000000117,-5.0
28,2023-06-04 01:16:19,86.0,45107.56,155.0,126.0,3.906,313.6,39.870729977265,116.07804997824132,0.0,1.0,0.02300000000000013,-8.0
28,2023-06-04 01:16:20,93.0,45111.47,155.0,106.0,3.93,313.79999999999995,39.870729977265,116.07799993827939,5.115089514060183,1.0,0.02400000000000002,-20.0
28,2023-06-04 01:16:21,95.0,45116.11,155.0,110.0,4.03,313.79999999999995,39.870739951729774,116.07794998213649,0.0,1.0,0.10000000000000009,4.0
28,2023-06-04 01:16:22,95.0,45120.02,155.0,110.0,4.193,313.79999999999995,39.870739951729774,116.07789994217455,0.0,1.0,0.16299999999999937,0.0
28,2023-06-04 01:16:23,95.0,45124.76,156.0,110.0,4.273,313.79999999999995,39.87074992619455,116.07784998603165,0.0,1.0,0.08000000000000007,0.0
28,2023-06-04 01:16:24,0.0,45129.32,156.0,0.0,4.143,313.79999999999995,39.87074992619455,116.07779994606972,0.0,1.0,-0.1299999999999999,-110.0
28,2023-06-04 01:16:25,0.0,45132.22,156.0,0.0,3.98,314.0,39.870759984478354,116.07776993885636,6.896551724136038,1.0,-0.1629999999999998,0.0
28,2023-06-04 01:16:26,0.0,45136.13,156.0,0.0,3.87,314.20000000000005,39.870759984478354,116.07771998271346,5.115089514072609,1.0,-0.10999999999999988,0.0
28,2023-06-04 01:16:27,75.0,45140.69,157.0,73.0,3.78,314.20000000000005,39.870759984478354,116.07766994275153,0.0,1.0,-0.0900000000000003,73.0
28,2023-06-04 01:16:28,63.0,45144.7,160.0,159.0,3.8,314.20000000000005,39.87076995894313,116.07761998660862,0.0,1.0,0.020000000000000018,86.0
28,2023-06-04 01:16:29,76.0,45147.95,160.0,131.0,3.953,314.20000000000005,39.87076995894313,116.07757992111146,0.0,1.0,0.15300000000000002,-28.0
28,2023-06-04 01:16:30,87.0,45153.32,160.0,118.0,4.246,314.20000000000005,39.8707799334079,116.07751999050379,0.0,1.0,0.2930000000000006,-13.0
28,2023-06-04 01:16:31,90.0,45158.54,160.0,174.0,4.486,314.4,39.8707799334079,116.07745997607708,3.8314176245189118,1.0,0.23999999999999932,56.0
28,2023-06-04 01:16:32,93.0,45163.18,160.0,124.0,4.643,314.4,39.87078999169171,116.07740993611515,0.0,1.0,0.15700000000000003,-50.0
28,2023-06-04 01:16:33,95.0,45168.39,160.0,94.0,4.806,314.4,39.87078999169171,116.07734992168844,0.0,1.0,0.16300000000000026,-30.0
28,2023-06-04 01:16:34,96.0,45172.95,161.0,120.0,4.883,314.20000000000005,39.87078999169171,116.07728999108076,-4.3859649122814455,1.0,0.07699999999999996,26.0
28,2023-06-04 01:16:35,96.0,45178.17,161.0,120.0,4.933,314.20000000000005,39.87078999169171,116.07722997665405,0.0,1.0,0.04999999999999982,0.0
28,2023-06-04 01:16:36,0.0,45182.73,161.0,0.0,4.866,314.0,39.87078999169171,116.07717993669212,-4.38596491227694,1.0,-0.06700000000000017,-120.0
28,2023-06-04 01:16:37,0.0,45186.74,161.0,0.0,4.673,314.0,39.8707799334079,116.07712998054922,0.0,1.0,-0.19299999999999962,0.0
28,2023-06-04 01:16:38,0.0,45191.3,161.0,0.0,4.43,314.0,39.8707799334079,116.07707994058728,0.0,1.0,-0.24300000000000033,0.0
28,2023-06-04 01:16:39,0.0,45194.8,161.0,0.0,4.206,314.20000000000005,39.87076995894313,116.07703995890915,5.714285714287014,1.0,-0.2239999999999993,0.0
28,2023-06-04 01:16:40,0.0,45199.44,161.0,0.0,4.026,314.6,39.870759984478354,116.07698991894722,8.620689655173006,1.0,-0.1800000000000006,0.0
28,2023-06-04 01:16:41,74.0,45204.81,161.0,72.0,4.033,314.6,39.87074992619455,116.07692998833954,0.0,1.0,0.007000000000000561,72.0
28,2023-06-04 01:16:42,71.0,45208.92,161.0,174.0,4.26,314.6,39.870739951729774,116.07687994837761,0.0,1.0,0.22699999999999942,102.0
28,2023-06-04 01:16:43,78.0,45214.55,162.0,192.0,4.65,314.4,39.870719918981194,116.0768199339509,-3.552397868559148,1.0,0.39000000000000057,18.0
28,2023-06-04 01:16:44,88.0,45220.18,163.0,127.0,5.05,314.4,39.870699970051646,116.07675991952419,0.0,1.0,0.39999999999999947,-65.0
28,2023-06-04 01:16:45,94.0,45226.18,163.0,131.0,5.363,314.4,39.87068999558687,116.07668993063271,0.0,1.0,0.3130000000000006,4.0
28,2023-06-04 01:16:46,96.0,45231.47,163.0,139.0,5.576,314.4,39.870679937303066,116.076629916206,0.0,1.0,0.2129999999999992,8.0
28,2023-06-04 01:16:47,96.0,45237.27,163.0,139.0,5.633,314.4,39.87065998837352,116.07656998559833,0.0,1.0,0.057000000000000384,0.0
28,2023-06-04 01:16:48,96.0,45243.2,162.0,139.0,5.666,314.4,39.87064993008971,116.07649999670684,0.0,1.0,0.03300000000000036,0.0
28,2023-06-04 01:16:49,0.0,45248.56,162.0,0.0,5.656,314.4,39.87063995562494,116.07643998228014,0.0,1.0,-0.010000000000000675,-139.0
28,2023-06-04 01:16:50,0.0,45253.93,161.0,0.0,5.616,314.6,39.870629981160164,116.07637996785343,3.72439478584633,1.0,-0.040000000000000036,0.0
28,2023-06-04 01:16:51,0.0,45259.15,161.0,0.0,5.356,314.6,39.870629981160164,116.07631995342672,0.0,1.0,-0.2599999999999998,0.0
28,2023-06-04 01:16:52,82.0,45263.88,161.0,102.0,5.26,314.6,39.87063995562494,116.07625993900001,0.0,1.0,-0.09600000000000009,102.0
28,2023-06-04 01:16:53,76.0,45270.52,162.0,119.0,5.256,314.6,39.87064993008971,116.07618995010853,0.0,1.0,-0.0039999999999995595,17.0
28,2023-06-04 01:16:54,76.0,45275.17,162.0,119.0,5.453,314.6,39.87065998837352,116.07612993568182,0.0,1.0,0.19700000000000006,0.0
28,2023-06-04 01:16:55,0.0,45282.17,162.0,0.0,5.586,314.4,39.870679937303066,116.07605994679034,-2.857142857143507,1.0,0.133,-119.0
28,2023-06-04 01:16:56,0.0,45287.79,162.0,0.0,5.693,313.79999999999995,39.870699970051646,116.07599993236363,-10.676156583625323,1.0,0.10699999999999932,0.0
28,2023-06-04 01:16:57,0.0,45293.48,161.0,0.0,5.746,313.20000000000005,39.870729977265,116.07593991793692,-10.544815465723437,1.0,0.053000000000000824,0.0
28,2023-06-04 01:16:58,74.0,45300.83,159.0,108.0,5.86,312.79999999999995,39.870759984478354,116.07586992904544,-5.442176870750614,1.0,0.11399999999999988,108.0
28,2023-06-04 01:16:59,85.0,45306.28,160.0,101.0,6.056,312.79999999999995,39.87078999169171,116.07580999843776,0.0,1.0,0.19599999999999973,-7.0
28,2023-06-04 01:17:00,85.0,45313.63,160.0,101.0,6.39,312.6,39.87081999890506,116.07573992572725,-2.72108843537376,1.0,0.33399999999999963,0.0
28,2023-06-04 01:17:01,0.0,45320.41,160.0,0.0,6.63,312.6,39.870849922299385,116.07566993683577,0.0,1.0,0.2400000000000002,-101.0
28,2023-06-04 01:17:02,0.0,45327.76,160.0,0.0,6.87,312.6,39.87087992951274,116.07558997347951,0.0,1.0,0.2400000000000002,0.0
28,2023-06-04 01:17:03,0.0,45334.54,160.0,0.0,7.04,312.4,39.87090993672609,116.07551998458803,-2.9498525073758084,1.0,0.16999999999999993,0.0
28,2023-06-04 01:17:04,0.0,45343.06,160.0,0.0,7.286,312.4,39.87093994393945,116.07542996294796,0.0,1.0,0.24599999999999955,0.0
28,2023-06-04 01:17:05,0.0,45350.54,160.0,0.0,7.46,312.20000000000005,39.87095997668803,116.07534999959171,-2.6737967914417937,1.0,0.17400000000000038,0.0
28,2023-06-04 01:17:06,0.0,45359.07,161.0,0.0,7.633,311.79999999999995,39.87098998390138,116.07525997795165,-4.68933177022445,1.0,0.17300000000000004,0.0
28,2023-06-04 01:17:07,0.0,45367.0,161.0,0.0,7.8,311.6,39.871019991114736,116.07516995631158,-2.522068095837635,1.0,0.16699999999999982,0.0
28,2023-06-04 01:17:08,0.0,45375.11,161.0,0.0,8.029,311.20000000000005,39.871039940044284,116.07507993467152,-4.932182490751524,1.0,0.2290000000000001,0.0
28,2023-06-04 01:17:09,0.0,45383.84,161.0,0.0,8.216,311.0,39.871059972792864,116.07497993856668,-2.290950744560582,1.0,0.1869999999999994,0.0
28,2023-06-04 01:17:10,0.0,45392.41,161.0,0.0,8.333,310.6,39.87106994725764,116.07487994246185,-4.667444574091613,1.0,0.11700000000000088,0.0
28,2023-06-04 01:17:11,0.0,45401.15,160.0,0.0,8.436,310.20000000000005,39.87108998000622,116.07477994635701,-4.576659038902409,1.0,0.10299999999999976,0.0
28,2023-06-04 01:17:12,0.0,45410.52,160.0,0.0,8.55,309.79999999999995,39.871109928935766,116.07467995025218,-4.268943436502559,1.0,0.11400000000000077,0.0
28,2023-06-04 01:17:13,0.0,45419.09,159.0,0.0,8.553,309.6,39.87111998721957,116.07457995414734,-2.3337222870471246,1.0,0.0030000000000001137,0.0
28,2023-06-04 01:17:14,0.0,45426.26,158.0,0.0,8.56,309.20000000000005,39.87111998721957,116.07448993250728,-5.578800557875436,1.0,0.006999999999999673,0.0
28,2023-06-04 01:17:15,0.0,45436.12,157.0,0.0,8.656,308.6,39.871129961684346,116.07437996193767,-6.085192697768634,1.0,0.09600000000000009,0.0
28,2023-06-04 01:17:16,0.0,45445.33,156.0,0.0,8.883,308.0,39.87111998721957,116.07426999136806,-6.5146579804568905,1.0,0.22699999999999854,0.0
28,2023-06-04 01:17:17,0.0,45453.81,157.0,0.0,9.103,307.6,39.87111998721957,116.07416999526322,-4.7169811320774695,1.0,0.22000000000000064,0.0
28,2023-06-04 01:17:18,0.0,45462.38,158.0,0.0,9.103,307.4,39.871109928935766,116.07406999915838,-2.333722287048451,1.0,0.0,0.0
28,2023-06-04 01:17:19,0.0,45471.75,158.0,0.0,8.92,307.0,39.87108998000622,116.07396991923451,-4.26894343649803,1.0,-0.18299999999999983,0.0
28,2023-06-04 01:17:20,0.0,45479.68,158.0,0.0,8.593,306.6,39.871059972792864,116.07387998141348,-5.044136191676704,1.0,-0.32699999999999996,0.0
28,2023-06-04 01:17:21,0.0,45489.05,158.0,0.0,8.443,306.20000000000005,39.871039940044284,116.07377998530865,-4.26894343649803,1.0,-0.15000000000000036,0.0
28,2023-06-04 01:17:22,0.0,45498.18,158.0,0.0,8.523,305.6,39.87100993283093,116.07367998920381,-6.571741511502682,1.0,0.08000000000000007,0.0
28,2023-06-04 01:17:23,0.0,45507.31,158.0,0.0,8.79,305.20000000000005,39.870979925617576,116.07357999309897,-4.38116100766804,1.0,0.26699999999999946,0.0
28,2023-06-04 01:17:24,0.0,45516.44,157.0,0.0,9.036,304.79999999999995,39.87094991840422,116.07347999699414,-4.381161007665793,1.0,0.24600000000000044,0.0
28,2023-06-04 01:17:25,0.0,45525.57,157.0,0.0,9.22,304.4,39.8709199950099,116.07337991707027,-4.38116100766804,1.0,0.18400000000000105,0.0
28,2023-06-04 01:17:26,0.0,45534.55,158.0,0.0,9.163,304.0,39.870889987796545,116.07327992096543,-4.454342984407958,1.0,-0.057000000000000384,0.0
28,2023-06-04 01:17:27,0.0,45542.77,158.0,0.0,8.96,303.6,39.870869955047965,116.0731899831444,-4.866180048665142,1.0,-0.2029999999999994,0.0
28,2023-06-04 01:17:28,0.0,45550.64,157.0,0.0,8.636,303.20000000000005,39.87085998058319,116.07309996150434,-5.08259212198023,1.0,-0.3240000000000016,0.0
28,2023-06-04 01:17:29,0.0,45557.81,157.0,0.0,8.29,302.79999999999995,39.87085998058319,116.07300993986428,-5.5788005578826825,1.0,-0.3460000000000001,0.0
